id,name,population,players
DOM,Dominican Republic,0,No Players
BLR,Belarus,0,No Players
HTI,Haiti,0,No Players
SWE,Sweden,0,No Players
BEN,Benin,0,No Players
AZE,Azerbaijan,0,No Players
AUT,Austria,0,No Players
HND,Honduras,0,No Players
CHE,Switzerland,0,No Players
TJK,Tajikistan,0,No Players
ISR,Israel,0,No Players
SRB,Serbia,0,No Players
BGR,Bulgaria,0,No Players
HKG,Hong Kong,0,No Players
LAO,Laos,0,No Players
LBY,Libya,0,No Players
JOR,Jordan,0,No Players
PRY,Paraguay,0,No Players
TGO,Togo,0,No Players
PNG,Papua New Guinea,0,No Players
SLV,El Salvador,0,No Players
NIC,Nicaragua,0,No Players
ERI,Eritrea,0,No Players
DNK,Denmark,0,No Players
KGZ,Kyrgyzstan,0,No Players
SVK,Slovakia,0,No Players
FIN,Finland,0,No Players
SLE,Sierra Leone,0,No Players
ARE,United Arab Emirates,0,No Players
TKM,Turkmenistan,0,No Players
CAF,Central African Republic,0,No Players
SGP,Singapore,0,No Players
NOR,Norway,0,No Players
BIH,Bosnia and Herzegovina,0,No Players
GEO,Georgia,0,No Players
CRI,Costa Rica,0,No Players
HRV,Croatia,0,No Players
MDA,Moldova,0,No Players
NZL,New Zealand,0,No Players
IRL,Ireland,0,No Players
COG,"Congo, Republic of the",0,No Players
LBN,Lebanon,0,No Players
PRI,Puerto Rico,0,No Players
LBR,Liberia,0,No Players
ALB,Albania,0,No Players
LTU,Lithuania,0,No Players
URY,Uruguay,0,No Players
PAN,Panama,0,No Players
MRT,Mauritania,0,No Players
MNG,Mongolia,0,No Players
OMN,Oman,0,No Players
ARM,Armenia,0,No Players
JAM,Jamaica,0,No Players
KWT,Kuwait,0,No Players
PSE,West Bank,0,No Players
LVA,Latvia,0,No Players
NAM,Namibia,0,No Players
MKD,Macedonia,0,No Players
BWA,Botswana,0,No Players
SVN,Slovenia,0,No Players
LSO,Lesotho,0,No Players
GMB,"Gambia, The",0,No Players
KWT,Kosovo,0,No Players
149,Gaza Strip,0,No Players
GNB,Guinea-Bissau,0,No Players
GAB,Gabon,0,No Players
SWZ,Swaziland,0,No Players
153,Mauritius,0,No Players
EST,Estonia,0,No Players
TTO,Trinidad and Tobago,0,No Players
TLS,Timor-Leste,0,No Players
CYP,Cyprus,0,No Players
FJI,Fiji,0,No Players
QAT,Qatar,0,No Players
160,Comoros,0,No Players
GUY,Guyana,0,No Players
DJI,Djibouti,0,No Players
163,Bahrain,0,No Players
BTN,Bhutan,0,No Players
MNE,Montenegro,0,No Players
GNQ,Equatorial Guinea,0,No Players
SLB,Solomon Islands,0,No Players
168,Macau,0,No Players
169,Cape Verde,0,No Players
LUX,Luxembourg,0,No Players
ESH,Western Sahara,0,No Players
SUR,Suriname,0,No Players
173,Malta,0,No Players
174,Maldives,0,No Players
BRN,Brunei,0,No Players
BLZ,Belize,0,No Players
BHS,"Bahamas, The",0,No Players
ISL,Iceland,0,No Players
179,French Polynesia,0,No Players
180,Barbados,0,No Players
181,Mayotte,0,No Players
NCL,New Caledonia,0,No Players
183,Netherlands Antilles,0,No Players
VUT,Vanuatu,0,No Players
185,Samoa,0,No Players
186,Sao Tome and Principe,0,No Players
187,Saint Lucia,0,No Players
188,Tonga,0,No Players
189,Virgin Islands,0,No Players
190,Grenada,0,No Players
191,"Micronesia, Federated States of",0,No Players
192,Aruba,0,No Players
193,Saint Vincent and the Grenadines,0,No Players
194,Kiribati,0,No Players
195,Jersey,0,No Players
196,Seychelles,0,No Players
197,Antigua and Barbuda,0,No Players
198,Andorra,0,No Players
199,Isle of Man,0,No Players
DOM,Dominica,0,No Players
201,Bermuda,0,No Players
202,American Samoa,0,No Players
203,Marshall Islands,0,No Players
204,Guernsey,0,No Players
GRL,Greenland,0,No Players
206,Cayman Islands,0,No Players
207,Saint Kitts and Nevis,0,No Players
208,Faroe Islands,0,No Players
209,Northern Mariana Islands,0,No Players
210,Liechtenstein,0,No Players
211,San Marino,0,No Players
212,Monaco,0,No Players
213,Saint Martin,0,No Players
214,Gibraltar,0,No Players
215,British Virgin Islands,0,No Players
216,Turks and Caicos Islands,0,No Players
217,Palau,0,No Players
218,Akrotiri,0,No Players
219,Dhekelia,0,No Players
220,Wallis and Futuna,0,No Players
221,Anguilla,0,No Players
222,Nauru,0,No Players
223,Cook Islands,0,No Players
224,Tuvalu,0,No Players
225,"Saint Helena, Ascension, and Tristan da Cunha",0,No Players
226,Saint Barthelemy,0,No Players
227,Saint Pierre and Miquelon,0,No Players
228,Montserrat,0,No Players
FLK,Falkland Islands (Islas Malvinas),0,No Players
230,Norfolk Island,0,No Players
231,Svalbard,0,No Players
232,Christmas Island,0,No Players
233,Tokelau,0,No Players
234,Niue,0,No Players
235,Holy See (Vatican City),0,No Players
236,Cocos (Keeling) Islands,0,No Players
237,Pitcairn Islands,0,No Players
ATA,Antarctica,0,No Players
ATF,French Southern and Antarctic Lands,0,No Players
SDS,South Sudan,0,No Players
ABV,Somaliland,0,No Players
OSA,Kosovo,0,No Players
SRB,Serbia,3,"Novak Djokovic, Janko Tipsarevic, Viktor Troicki"
ESP,Spain,14,"Rafael Nadal, David Ferrer, Nicolas Almagro, Feliciano Lopez, Pablo Andujar, Marcel Granollers, Pere Riba, Daniel Gimeno-Traver, Juan Carlos Ferrero, Guillermo Garcia-Lopez, Roberto Bautista-Agut, Albert Montanes, Fernando Verdasco, Albert Ramos"
GBR,United Kingdom,2,"Andy Murray, James Ward"
CHE,Switzerland,2,"RoDEU Federer, Stanislas Wawrinka"
JPN,Japan,2,"Kei Nishikori, Tatsuma Ito"
ARG,Argentina,6,"Juan Martin Del Potro, Juan Ignacio Chela, Carlos Berlocq, David Nalbandian, Juan Monaco, Leonardo Mayer"
CZE,Czechia,3,"Tomas Berdych, Radek Stepanek, Lukas Rosol"
AUS,Australia,7,"Lleyton Hewitt, Bernard Tomic, James Duckworth, Matthew Ebden, Marinko Matosevic, Greg Jones, Benjamin Mitchell"
FRA,France,15,"Richard Gasquet, Jo-Wilfried Tsonga, Nicolas Mahut, Michael Llodra, Gael Monfils, Julien Benneteau, Edouard RoDEU-Vasselin, Gilles Simon, Florent Serra, Stephane Robert, Adrian Mannarino, Kenny de Schepper, Eric Prodon, Benoit Paire, Jeremy Chardy"
KAZ,Kazakhstan,2,"Mikhail Kukushkin, Andrey Golubev"
DEU,Germany,10,"Philipp Kohlschreiber, Philipp Petzschner, Tobias Kamke, Tommy Haas, Cedrik-Marcel Stebe, Matthias BaCHLnDEU, Andreas Beck, Bjorn Phau, Benjamin Becker, Peter Gojowczyk"
CAN,Canada,2,"Milos Raonic, Jesse Levine"
POR,POR,2,"Frederico Gil, Rui Machado"
COL,Colombia,2,"Alejandro Falla, Santiago Giraldo"
TWN,"Taiwan, Province of China",1,Yen-Hsun Lu
UKR,Ukraine,3,"Alexandr Dolgopolov, Sergiy Stakhovsky, Illya Marchenko"
HRV,Croatia,3,"Ivo Karlovic, Ivan Dodig, Ivan Ljubicic"
RSA,RSA,2,"Kevin Anderson, Rik de Voest"
USA,United States,10,"John Isner, Andy Roddick, Ryan Sweeting, Mardy Fish, Sam Querrey, Donald Young, Michael Russell, Ryan Harrison, Denis Kudla, Alex Kuznetsov"
SVK,Slovakia,2,"Lukas Lacko, Karol Beck"
RUS,Russian Federation,6,"Alex Jr. Bogomolov, Dmitry Tursunov, Mikhail Youzhny, Igor Kunitsyn, Alexander Kudryavtsev, Nikolay Davydenko"
BRA,Brazil,3,"Thomaz Bellucci, Ricardo Mello, Joao Souza"
SLO,SLO,1,Blaz Kavcic
BEL,Belgium,3,"Olivier Rochus, Xavier Malisse, Steve Darcis"
CYP,Cyprus,1,Marcos Baghdatis
BUL,BUL,1,Grigor Dimitrov
ITA,Italy,7,"Flavio Cipolla, Paolo Lorenzi, Matteo Viola, Potito Starace, Filippo Volandri, Andreas Seppi, Fabio Fognini"
NED,NED,2,"Robin Haase, Jesse Huta Galung"
EST,Estonia,1,Jurgen Zopp
LVA,Latvia,1,Ernests Gulbis
ISR,Israel,1,Dudi Sela
THA,Thailand,1,Danai Udomchoke
UZB,Uzbekistan,1,Denis Istomin
LUX,Luxembourg,1,Gilles Muller
ROU,Romania,1,Victor Hanescu
AUT,Austria,1,Jurgen Melzer
DEN,DEN,1,Frederik Nielsen
POL,Poland,1,Lukasz Kubot
FIN,Finland,1,Jarkko Nieminen
